Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.13    0.00 80000000/80043300     std::vector<double, std::allocator<double> >::operator[](unsigned long) [8]
-----------------------------------------------
                0.17    1.81 40000000/40000000     random_movement(int&, int&, int&, int&, std::vector<double, std::allocator<double> >&, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>&) [2]
[3]     54.7    0.17    1.81 40000000         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [3]
                0.48    1.33 40000000/40000000     int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [4]
-----------------------------------------------
                0.48    1.33 40000000/40000000     int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [3]
[4]     50.0    0.48    1.33 40000000         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [4]
                0.20    0.99 40000000/40000000     unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [5]
                0.08    0.00 40000000/40000000     std::uniform_int_distribution<int>::param_type::b() const [9]
                0.06    0.00 80000000/80000000     std::uniform_int_distribution<int>::param_type::a() const [10]
-----------------------------------------------
                0.20    0.99 40000000/40000000     int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [4]
[5]     32.9    0.20    0.99 40000000         unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [5]
                0.39    0.60 40000000/40000000     std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [6]
-----------------------------------------------
                0.39    0.60 40000000/40000000     unsigned int std::uniform_int_distribution<int>::_S_nd<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, unsigned int>(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, unsigned int) [5]
[6]     27.3    0.39    0.60 40000000         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [6]
                0.60    0.00   64103/64103       std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [7]
-----------------------------------------------
                0.60    0.00   64103/64103       std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [6]
[7]     16.6    0.60    0.00   64103         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [7]
-----------------------------------------------
                0.00    0.00      50/80043300     main [1]
                0.00    0.00      50/80043300     save_entropy(int&, int&, int&, std::vector<double, std::allocator<double> >&) [15]
                0.00    0.00     800/80043300     initialize_position(int&, int&, int&, std::vector<double, std::allocator<double> >&) [14]
                0.00    0.00    2400/80043300     save_molecules(int&, int&, int&, int&, std::vector<double, std::allocator<double> >&) [13]
                0.00    0.00   40000/80043300     grid_count(int&, int&, int&, int&, std::vector<int, std::allocator<int> >&, std::vector<double, std::allocator<double> >&) [12]
                0.13    0.00 80000000/80043300     random_movement(int&, int&, int&, int&, std::vector<double, std::allocator<double> >&, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>&) [2]
[8]      3.6    0.13    0.00 80043300         std::vector<double, std::allocator<double> >::operator[](unsigned long) [8]
-----------------------------------------------
                0.08    0.00 40000000/40000000     int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [4]
[9]      2.2    0.08    0.00 40000000         std::uniform_int_distribution<int>::param_type::b() const [9]
-----------------------------------------------
                0.06    0.00 80000000/80000000     int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [4]
[10]     1.7    0.06    0.00 80000000         std::uniform_int_distribution<int>::param_type::a() const [10]
-----------------------------------------------
                0.03    0.00       1/1           main [1]
[11]     0.8    0.03    0.00       1         std::uniform_int_distribution<int>::uniform_int_distribution(int, int) [11]
                0.00    0.00       1/1           std::uniform_int_distribution<int>::param_type::param_type(int, int) [173]
-----------------------------------------------
                0.00    0.00      50/50          main [1]
[12]     0.0    0.00    0.00      50         grid_count(int&, int&, int&, int&, std::vector<int, std::allocator<int> >&, std::vector<double, std::allocator<double> >&) [12]
                0.00    0.00   40000/80043300     std::vector<double, std::allocator<double> >::operator[](unsigned long) [8]
                0.00    0.00   20000/23200       std::vector<int, std::allocator<int> >::operator[](unsigned long) [22]
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::clear() [69]
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::resize(unsigned long, int const&) [70]
-----------------------------------------------
                0.00    0.00       3/3           main [1]
[13]     0.0    0.00    0.00       3         save_molecules(int&, int&, int&, int&, std::vector<double, std::allocator<double> >&) [13]
                0.00    0.00    2400/80043300     std::vector<double, std::allocator<double> >::operator[](unsigned long) [8]
                0.00    0.00       6/7           std::__cxx11::to_string(int) [84]
                0.00    0.00       6/8           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [82]
                0.00    0.00       3/4           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [95]
                0.00    0.00       3/3           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [103]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[14]     0.0    0.00    0.00       1         initialize_position(int&, int&, int&, std::vector<double, std::allocator<double> >&) [14]
                0.00    0.00     800/80043300     std::vector<double, std::allocator<double> >::operator[](unsigned long) [8]
                0.00    0.00       1/1           __gnu_cxx::__enable_if<std::__is_integer<int>::__value, double>::__type std::sqrt<int>(int) [179]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[15]     0.0    0.00    0.00       1         save_entropy(int&, int&, int&, std::vector<double, std::allocator<double> >&) [15]
                0.00    0.00      50/80043300     std::vector<double, std::allocator<double> >::operator[](unsigned long) [8]
                0.00    0.00       2/8           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [82]
                0.00    0.00       1/7           std::__cxx11::to_string(int) [84]
                0.00    0.00       1/4           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [95]
-----------------------------------------------
                0.00    0.00    3200/23200       entropy_val(int&, int&, std::vector<int, std::allocator<int> >&) [54]
                0.00    0.00   20000/23200       grid_count(int&, int&, int&, int&, std::vector<int, std::allocator<int> >&, std::vector<double, std::allocator<double> >&) [12]
[22]     0.0    0.00    0.00   23200         std::vector<int, std::allocator<int> >::operator[](unsigned long) [22]
-----------------------------------------------
                0.00    0.00     624/624         unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [24]
[23]     0.0    0.00    0.00     624         std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long) [23]
-----------------------------------------------
                0.00    0.00     624/624         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [171]
[24]     0.0    0.00    0.00     624         unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [24]
                0.00    0.00     624/624         std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long) [23]
-----------------------------------------------
                0.00    0.00     623/623         unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [26]
[25]     0.0    0.00    0.00     623         std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long) [25]
-----------------------------------------------
                0.00    0.00     623/623         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [171]
[26]     0.0    0.00    0.00     623         unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [26]
                0.00    0.00     623/623         std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long) [25]
-----------------------------------------------
                0.00    0.00     100/200         std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [62]
                0.00    0.00     100/200         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [55]
[27]     0.0    0.00    0.00     200         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [27]
-----------------------------------------------
                0.00    0.00     100/200         std::move_iterator<int*> std::make_move_iterator<int*>(int*) [43]
                0.00    0.00     100/200         std::move_iterator<int*>::move_iterator(int*) [37]
[28]     0.0    0.00    0.00     200         std::remove_reference<int*&>::type&& std::move<int*&>(int*&) [28]
-----------------------------------------------
                0.00    0.00       1/152         std::vector<int, std::allocator<int> >::~vector() [178]
                0.00    0.00       1/152         std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [176]
                0.00    0.00      50/152         std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) [63]
                0.00    0.00     100/152         std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [62]
[29]     0.0    0.00    0.00     152         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [29]
-----------------------------------------------
                0.00    0.00     150/150         int* std::__copy_move_a<true, int*, int*>(int*, int*, int*) [72]
[30]     0.0    0.00    0.00     150         int* std::__niter_base<int*>(int*) [30]
-----------------------------------------------
                0.00    0.00      50/150         std::vector<int, std::allocator<int> >::_Temporary_value::_Temporary_value<int const&>(std::vector<int, std::allocator<int> >*, int const&) [67]
                0.00    0.00      50/150         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [60]
                0.00    0.00      50/150         void std::__new_allocator<int>::construct<int, int const&>(int*, int const&) [58]
[31]     0.0    0.00    0.00     150         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [31]
-----------------------------------------------
                0.00    0.00      50/101         void std::fill<int*, int>(int*, int*, int const&) [79]
                0.00    0.00      51/101         int* std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&, std::random_access_iterator_tag) [47]
[32]     0.0    0.00    0.00     101         void std::__fill_a<int*, int>(int*, int*, int const&) [32]
                0.00    0.00     101/101         __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, void>::__type std::__fill_a1<int*, int>(int*, int*, int const&) [33]
-----------------------------------------------
                0.00    0.00     101/101         void std::__fill_a<int*, int>(int*, int*, int const&) [32]
[33]     0.0    0.00    0.00     101         __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, void>::__type std::__fill_a1<int*, int>(int*, int*, int const&) [33]
-----------------------------------------------
                0.00    0.00     100/100         std::vector<int, std::allocator<int> >::end() [39]
[34]     0.0    0.00    0.00     100         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [34]
-----------------------------------------------
                0.00    0.00     100/100         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<int*>(std::move_iterator<int*>) [41]
[35]     0.0    0.00    0.00     100         std::move_iterator<int*>::base() const [35]
-----------------------------------------------
                0.00    0.00     100/100         std::vector<int, std::allocator<int> >::resize(unsigned long, int const&) [70]
[36]     0.0    0.00    0.00     100         std::vector<int, std::allocator<int> >::size() const [36]
-----------------------------------------------
                0.00    0.00     100/100         std::move_iterator<int*> std::make_move_iterator<int*>(int*) [43]
[37]     0.0    0.00    0.00     100         std::move_iterator<int*>::move_iterator(int*) [37]
                0.00    0.00     100/200         std::remove_reference<int*&>::type&& std::move<int*&>(int*&) [28]
-----------------------------------------------
                0.00    0.00      50/100         std::vector<int, std::allocator<int> >::_Temporary_value::_Temporary_value<int const&>(std::vector<int, std::allocator<int> >*, int const&) [67]
                0.00    0.00      50/100         std::vector<int, std::allocator<int> >::_Temporary_value::~_Temporary_value() [68]
[38]     0.0    0.00    0.00     100         std::vector<int, std::allocator<int> >::_Temporary_value::_M_ptr() [38]
                0.00    0.00     100/100         int* std::__addressof<int>(int&) [40]
-----------------------------------------------
                0.00    0.00      50/100         std::vector<int, std::allocator<int> >::resize(unsigned long, int const&) [70]
                0.00    0.00      50/100         std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [62]
[39]     0.0    0.00    0.00     100         std::vector<int, std::allocator<int> >::end() [39]
                0.00    0.00     100/100         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [34]
-----------------------------------------------
                0.00    0.00     100/100         std::vector<int, std::allocator<int> >::_Temporary_value::_M_ptr() [38]
[40]     0.0    0.00    0.00     100         int* std::__addressof<int>(int&) [40]
-----------------------------------------------
                0.00    0.00     100/100         int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [78]
[41]     0.0    0.00    0.00     100         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<int*>(std::move_iterator<int*>) [41]
                0.00    0.00     100/100         std::move_iterator<int*>::base() const [35]
                0.00    0.00     100/100         int* std::__miter_base<int*>(int*) [42]
-----------------------------------------------
                0.00    0.00     100/100         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<int*>(std::move_iterator<int*>) [41]
[42]     0.0    0.00    0.00     100         int* std::__miter_base<int*>(int*) [42]
-----------------------------------------------
                0.00    0.00     100/100         int* std::__uninitialized_move_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [77]
[43]     0.0    0.00    0.00     100         std::move_iterator<int*> std::make_move_iterator<int*>(int*) [43]
                0.00    0.00     100/200         std::remove_reference<int*&>::type&& std::move<int*&>(int*&) [28]
                0.00    0.00     100/100         std::move_iterator<int*>::move_iterator(int*) [37]
-----------------------------------------------
                0.00    0.00       2/53          double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [139]
                0.00    0.00      51/53          int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [51]
[44]     0.0    0.00    0.00      53         std::__size_to_integer(unsigned long) [44]
-----------------------------------------------
                0.00    0.00      51/51          void std::_Destroy<int*>(int*, int*) [52]
[45]     0.0    0.00    0.00      51         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [45]
-----------------------------------------------
                0.00    0.00      51/51          int* std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [49]
[46]     0.0    0.00    0.00      51         int* std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [46]
                0.00    0.00      51/51          int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [51]
-----------------------------------------------
                0.00    0.00      51/51          int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [51]
[47]     0.0    0.00    0.00      51         int* std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&, std::random_access_iterator_tag) [47]
                0.00    0.00      51/101         void std::__fill_a<int*, int>(int*, int*, int const&) [32]
-----------------------------------------------
                0.00    0.00      51/51          int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [51]
[48]     0.0    0.00    0.00      51         std::iterator_traits<int*>::iterator_category std::__iterator_category<int*>(int* const&) [48]
-----------------------------------------------
                0.00    0.00      51/51          int* std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [50]
[49]     0.0    0.00    0.00      51         int* std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [49]
                0.00    0.00      51/51          int* std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [46]
-----------------------------------------------
                0.00    0.00       1/51          std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [176]
                0.00    0.00      50/51          std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [62]
[50]     0.0    0.00    0.00      51         int* std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [50]
                0.00    0.00      51/51          int* std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [49]
-----------------------------------------------
                0.00    0.00      51/51          int* std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [46]
[51]     0.0    0.00    0.00      51         int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [51]
                0.00    0.00      51/51          std::iterator_traits<int*>::iterator_category std::__iterator_category<int*>(int* const&) [48]
                0.00    0.00      51/53          std::__size_to_integer(unsigned long) [44]
                0.00    0.00      51/51          int* std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&, std::random_access_iterator_tag) [47]
-----------------------------------------------
                0.00    0.00      51/51          void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [53]
[52]     0.0    0.00    0.00      51         void std::_Destroy<int*>(int*, int*) [52]
                0.00    0.00      51/51          void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [45]
-----------------------------------------------
                0.00    0.00       1/51          std::vector<int, std::allocator<int> >::~vector() [178]
                0.00    0.00      50/51          std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) [63]
[53]     0.0    0.00    0.00      51         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [53]
                0.00    0.00      51/51          void std::_Destroy<int*>(int*, int*) [52]
-----------------------------------------------
                0.00    0.00      50/50          main [1]
[54]     0.0    0.00    0.00      50         entropy_val(int&, int&, std::vector<int, std::allocator<int> >&) [54]
                0.00    0.00    3200/23200       std::vector<int, std::allocator<int> >::operator[](unsigned long) [22]
-----------------------------------------------
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [62]
[55]     0.0    0.00    0.00      50         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [55]
                0.00    0.00     100/200         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [27]
-----------------------------------------------
                0.00    0.00      50/50          int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [74]
[56]     0.0    0.00    0.00      50         int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [56]
-----------------------------------------------
                0.00    0.00      50/50          void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [59]
[57]     0.0    0.00    0.00      50         void std::__new_allocator<int>::destroy<int>(int*) [57]
-----------------------------------------------
                0.00    0.00      50/50          void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [60]
[58]     0.0    0.00    0.00      50         void std::__new_allocator<int>::construct<int, int const&>(int*, int const&) [58]
                0.00    0.00      50/50          operator new(unsigned long, void*) [80]
                0.00    0.00      50/150         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [31]
-----------------------------------------------
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::_Temporary_value::~_Temporary_value() [68]
[59]     0.0    0.00    0.00      50         void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [59]
                0.00    0.00      50/50          void std::__new_allocator<int>::destroy<int>(int*) [57]
-----------------------------------------------
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::_Temporary_value::_Temporary_value<int const&>(std::vector<int, std::allocator<int> >*, int const&) [67]
[60]     0.0    0.00    0.00      50         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [60]
                0.00    0.00      50/150         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [31]
                0.00    0.00      50/50          void std::__new_allocator<int>::construct<int, int const&>(int*, int const&) [58]
-----------------------------------------------
                0.00    0.00      50/50          int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [75]
[61]     0.0    0.00    0.00      50         int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [61]
                0.00    0.00      50/50          int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [78]
-----------------------------------------------
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::resize(unsigned long, int const&) [70]
[62]     0.0    0.00    0.00      50         std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [62]
                0.00    0.00     100/152         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [29]
                0.00    0.00     100/200         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [27]
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::_Temporary_value::_Temporary_value<int const&>(std::vector<int, std::allocator<int> >*, int const&) [67]
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::_Temporary_value::_M_val() [64]
                0.00    0.00      50/100         std::vector<int, std::allocator<int> >::end() [39]
                0.00    0.00      50/50          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [55]
                0.00    0.00      50/51          int* std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [50]
